Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,audio_caption,visual_caption
8126,"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",Paula,neutral,neutral,818,4,1,3,"00:07:11,055","00:07:19,396",The speaker sounds happy.,"The image shows a woman in a chef's hat standing in front of a plant, holding something in her hand. There are other plants in the background, as well as a light and a frame on the wall."
8127,"I mean, they're your friends, they're just looking out after you.",Paula,neutral,neutral,818,5,1,3,"00:07:19,605","00:07:22,107","The speaker sounds male, around 25 years old, speaking English with a neutral mood.","The image shows a woman in a chef's hat standing in front of a plant, with a wall and light in the background. She has a human face and is wearing a white dress."
8128,"I know. I just wish that once, I'd bring a guy home that they actually liked.",Monica,sadness,negative,818,6,1,3,"00:07:22,316","00:07:25,652",Neutral,"The image shows a woman in a chef's hat standing in a kitchen, holding a plate of food in one hand and a pan in the other. On the right side of the image, there are plates and other objects on the shelves, and in the bottom right corner there are plants."
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,neutral,818,7,1,3,"00:07:25,862","00:07:31,616",The speaker sounds neutral.,"The image shows a woman in a chef's hat standing next to a man in a kitchen. She is wearing a white dress and a white cap, and there is a plant to her right. In the background, there are lights and a wall."
8130,No-no-no-no.  Hey!,Chandler,surprise,positive,819,0,7,4,"00:05:32,165","00:05:46,595","A male speaker, speaking English with a neutral mood, said 'No no no no no.'","The image shows a man sitting on a couch, reading a newspaper, surrounded by a group of people standing in the background."
8131,"Anyway, I should go. Okay, bye.",Phoebe,neutral,neutral,819,1,7,4,"00:05:51,392","00:05:54,061",The speaker is female with an angry mood.,"The image shows a woman in a blue coat standing in front of a bar, surrounded by a group of people sitting on chairs. On the left side of the image there is a pole, and in the background there are boards with text and pictures on the wall."
8132,Hey sweetie.,Monica,neutral,neutral,819,2,7,4,"00:05:54,270","00:05:56,063",The speaker sounds happy.,"The image shows a woman standing in front of a man sitting on a couch in a bar. On the table in the foreground of the image there are various objects, and in the background there are people standing and sitting on chairs around tables with various objects on them. There is also a frame attached to the wall and lights hanging from the ceiling."
8133,"Hi sweetie. So, what was with all the whispering?",Chandler,neutral,neutral,819,3,7,4,"00:05:54,270","00:05:58,357",The speaker sounds happy.,"The image shows a woman standing in front of a man sitting on a couch in a bar. On the table in the foreground of the image there are books, a bowl, and other objects. In the background, there are people standing and sitting on chairs around tables with various objects on them. There is also a frame on the wall and lights hanging from the ceiling."
8134,I cant tell you. Its a secret.,Monica,neutral,neutral,819,4,7,4,"00:05:58,733","00:06:00,817",The speaker sounds like they are smiling gently.,"The image shows a woman sitting on top of a blue couch next to a man, both of them smiling. In the background, there are a few other people sitting on the couch and a frame on the wall."
8135,Secret? Married people arent supposed to have secrets between one another. We have too much love and respect for one another.,Chandler,anger,negative,819,5,7,4,"00:06:01,235","00:06:09,534",The speaker sounds sad.,"The image shows a man and woman sitting on top of a blue couch, both of them smiling. In the background, there are a few people standing, and on the right side of the image there is a table with various objects on it."
8136,Awww.  But still no.,Monica,neutral,neutral,819,6,7,4,"00:06:09,702","00:06:11,453",The speaker sounds neutral.,"The image shows a man and woman sitting on top of a blue couch, both of them smiling. In the background, there are a few people standing, and on the right side of the image there is a flower vase."
8137,"No Im serious, we should tell each other",Chandler,neutral,neutral,819,7,7,4,"00:06:11,621","00:06:15,749",The speaker sounds sincere.,"The image shows a man and woman sitting on top of a blue couch, both of them smiling. In the background, there are a few people standing, and on the right side of the image there is a table with various objects on it."
8138,"Really? Okay, so why dont you tell me what happened to Ross Junior year at",Monica,neutral,neutral,819,8,7,4,"00:06:15,958","00:06:20,462",The speaker sounds surprised.,"The image shows a man and woman sitting on top of a blue couch in the foreground, with a few people standing in the background and various objects scattered around them."
8139,"Oh no-no, I cant do that.",Chandler,fear,negative,819,9,7,4,"00:06:20,713","00:06:21,838",Neutral,"The image shows a man and woman sitting on top of a blue couch, both of them smiling. In the background, there are a few people standing, and on the right side of the image there are some objects."
8140,"If you tell me, Ill tell you what Phoebe said.",Monica,neutral,neutral,819,10,7,4,"00:06:23,466","00:06:25,175",The speaker sounds angry.,"The image shows a man and woman sitting on top of a blue couch, both of them smiling. In the background, there are a few other people sitting, and on the left side of the image there is a cupboard."
8141,Okay.,Chandler,neutral,neutral,819,11,7,4,"0:06:25,968","0:06:26,600","The speaker sounds male, aged between 16-25 years old, speaking in English with","The image shows a man and woman sitting on a blue couch in a living room. On the table in front of them are cups, a flower vase, and other objects. In the background, there are a few people standing and a few sitting on chairs, as well as frames attached to the wall."
8142,Okay.,Monica,neutral,neutral,819,12,7,4,"0:06:26,600","0:06:27,057","The speaker sounds male, between 16-25 years old, speaking in English with a",Nan
8143,"So, Ross and I are going to",Chandler,neutral,neutral,819,13,7,4,"00:06:27,261","00:06:29,596",Ross's,"The image shows a man and woman sitting on a blue couch in a living room. There is a flower vase and a cup on the table in front of them, and in the background there are a few people sitting on chairs and a few standing. On the right side of the image, there is a frame attached to the wall."
8144,Oh my God. He threw up?,Monica,disgust,negative,819,14,7,4,"00:06:44,612","00:06:46,196",The speaker sounds surprised.,"The image shows a man and woman sitting on a blue couch, smiling at each other. In the background, there are a few people standing, one of whom is holding a camera."
8145,"No, he visited a little town south of throw up.  So what was Phoebes secret?",Chandler,neutral,neutral,819,15,7,4,"00:06:46,447","00:06:54,413",The speaker sounds neutral.,"The image shows a man and woman sitting on a couch in front of a bar, with a few people standing in the background and a wall behind them."
8146,"Oh, Nancy Thompson from Phoebes old massage place is getting fired.",Monica,neutral,neutral,819,16,7,4,"00:06:54,664","00:06:57,916",The speaker sounds angry.,"The image shows a man and woman sitting on a blue couch, talking to each other. In the background, there are a few other people sitting around a table with various objects on it."
8147,Thats it?! I gave up my,Chandler,joy,positive,819,17,7,4,"00:07:02,672","00:07:05,757",The speaker sounds like a male in his twenties speaking English.,"The image shows a man and woman sitting on a blue couch, holding hands, with a group of people standing in the background."
